title,source,published,url
Mahayuti govt reduces crop compensation after increasing it before elections,the-times-of-india,2025-06-01T08:42:52Z,https://timesofindia.indiatimes.com/city/mumbai/mahayuti-govt-reduces-crop-compensation-after-increasing-it-before-elections/articleshow/121547670.cms
Will Mexico's judicial elections hurt democracy or make courts accountable?,the-times-of-india,2025-05-29T04:47:15Z,https://timesofindia.indiatimes.com/world/rest-of-world/will-mexicos-judicial-elections-hurt-democracy-or-make-courts-accountable/articleshow/121479683.cms
Mexico's first judicial elections stir controversy and confusion among voters,the-times-of-india,2025-06-01T04:17:09Z,https://timesofindia.indiatimes.com/world/rest-of-world/mexicos-first-judicial-elections-stir-controversy-and-confusion-among-voters/articleshow/121545350.cms
"Bangladesh Army chief rejects Rakhine corridor, demands December elections",the-times-of-india,2025-05-21T18:11:34Z,https://economictimes.indiatimes.com/news/india/bangladesh-army-chief-rejects-rakhine-corridor-demands-december-elections/articleshow/121323156.cms
"Govt targeting 2034 to hold 1st 'one nation, one election'",the-times-of-india,2025-06-09T19:42:31Z,https://timesofindia.indiatimes.com/india/govt-targeting-2034-to-hold-1st-one-nation-one-election/articleshow/121737239.cms
Thousands rally in Serbia's capital demanding snap elections after months of protests,the-times-of-india,2025-05-31T01:30:20Z,https://timesofindia.indiatimes.com/world/europe/thousands-rally-in-serbias-capital-demanding-snap-elections-after-months-of-protests/articleshow/121528173.cms
"'BJP will win 10 out of 12 zones in MCD standing committee polls', says BJP MP Ramvir Singh Bidhuri",the-times-of-india,2025-06-02T08:48:04Z,https://timesofindia.indiatimes.com/india/bjp-will-win-10-out-of-12-zones-in-mcd-standing-committee-polls-says-bjp-mp-ramvir-singh-bidhuri/articleshow/121567654.cms
AAP dumps INDIA bloc ahead of poll season,the-times-of-india,2025-06-01T18:30:47Z,https://economictimes.indiatimes.com/news/politics-and-nation/aap-dumps-india-bloc-ahead-of-poll-season/articleshow/121554906.cms
"'Instead of finding excuses, it is time for introspection,' Chirag Paswan slams Rahul Gandhi on poll rigging claims",the-times-of-india,2025-06-07T13:12:49Z,https://economictimes.indiatimes.com/news/politics-and-nation/instead-of-finding-excuses-it-is-time-for-introspection-chirag-paswan-slams-rahul-gandhi-on-poll-rigging-claims/articleshow/121695077.cms
"If it helps party, will definitely contest Bihar polls, says Chirag Paswan; backs Nitish for CM post",the-times-of-india,2025-06-02T11:17:53Z,https://economictimes.indiatimes.com/news/politics-and-nation/if-it-helps-party-will-definitely-contest-bihar-polls-says-chirag-paswan-backs-nitish-for-cm-post/articleshow/121571537.cms
"Dutch PM Schoof resigns, hours after Wilders exits coalition",the-times-of-india,2025-06-03T13:59:45Z,https://economictimes.indiatimes.com/news/international/world-news/dutch-pm-schoof-resigns-hours-after-wilders-exits-coalition/articleshow/121600461.cms
"Sunil Mittal backs 'One Nation, One Election', urges CII to highlight economic benefits",the-times-of-india,2025-05-29T10:06:10Z,https://economictimes.indiatimes.com/news/politics-and-nation/sunil-mittal-backs-one-nation-one-election-urges-cii-to-highlight-economic-benefits/articleshow/121487809.cms
South Korea: Can new president end 'revenge politics'?,the-times-of-india,2025-06-13T10:53:01Z,https://timesofindia.indiatimes.com/world/rest-of-world/south-korea-can-new-president-end-revenge-politics/articleshow/121827793.cms
Purple patch: Cannes Gold Lion for TOI's 'Ink of Democracy',the-times-of-india,2025-06-18T01:57:49Z,https://timesofindia.indiatimes.com/india/purple-patch-cannes-gold-lion-for-tois-ink-of-democracy/articleshow/121920437.cms
Romania & Poland halt hard-right breakthroughs,the-times-of-india,2025-05-19T20:14:24Z,https://timesofindia.indiatimes.com/world/rest-of-world/romania-poland-halt-hard-right-breakthroughs/articleshow/121276732.cms
Donald Trump vs Elon Musk civil war: Is Tesla boss new challenger for Republican President in US midterm elections 2026?,the-times-of-india,2025-06-05T18:53:08Z,https://economictimes.indiatimes.com/news/international/us/donald-trump-vs-elon-musk-civil-war-is-tesla-boss-new-challenger-for-republican-president-in-us-midterm-elections-2026/articleshow/121657918.cms
"Mexicans elect their judges under shadow of crime, corruption",the-times-of-india,2025-06-02T06:22:45Z,https://timesofindia.indiatimes.com/world/rest-of-world/mexicans-elect-their-judges-under-shadow-of-crime-corruption/articleshow/121563974.cms
Bolivia justice minister accuses Morales of 'terrorism' over road blockades,the-times-of-india,2025-06-06T06:30:55Z,https://timesofindia.indiatimes.com/world/rest-of-world/bolivia-justice-minister-accuses-morales-of-terrorism-over-road-blockades/articleshow/121667441.cms
Maharashtra deputy CM Eknath Shinde credits welfare initiatives for Mahayuti victory in assembly elections,the-times-of-india,2025-05-19T07:41:41Z,https://timesofindia.indiatimes.com/city/mumbai/maharashtra-deputy-cm-eknath-shinde-credits-welfare-initiatives-for-mahayuti-victory-in-assembly-elections/articleshow/121264008.cms
"South Koreans vote in snap elections to choose President after martial law, Yeol’s impeachment",the-times-of-india,2025-06-03T07:07:34Z,https://economictimes.indiatimes.com/news/videos/south-koreans-vote-in-snap-elections-to-choose-president-after-martial-law-yeols-impeachment/podcast/121590756.cms
Kamala Harris won the U.S elections: Bombshell report claims voting machines were tampered with before 2024,the-times-of-india,2025-06-09T15:46:17Z,https://economictimes.indiatimes.com/news/international/us/kamala-harris-won-the-u-s-elections-bombshell-report-claims-voting-machines-were-tampered-with-before-2024/articleshow/121732679.cms
INDIA bloc intact; SP to contest 2027 UP elections as part of it: Akhilesh Yadav,the-times-of-india,2025-06-17T15:28:35Z,https://economictimes.indiatimes.com/news/politics-and-nation/india-bloc-intact-sp-to-contest-2027-up-elections-as-part-of-it-akhilesh-yadav/articleshow/121913622.cms
"Virginia Primary 2025: List of candidates running for Democrats, Republican in Virginia elections 2025?",the-times-of-india,2025-06-17T12:30:27Z,https://economictimes.indiatimes.com/news/international/us/virginia-primary-2025-list-of-candidates-running-for-democrats-republican-in-virginia-elections-2025/articleshow/121910786.cms
Second federal judge sides against Trump's election executive order,fox-news,2025-06-13T14:12:11Z,https://www.foxnews.com/politics/second-federal-judge-sides-against-trumps-election-executive-order
California Dem doubts someone from their state could win presidency since they're thought of as 'crazy people',fox-news,2025-06-02T22:33:57Z,https://www.foxnews.com/media/california-dem-doubts-someone-from-state-could-win-presidency-since-theyre-thought-crazy-people
Former Obama advisor says Dems in 'huge bit of trouble' if they can't win Latinos back,fox-news,2025-05-26T16:00:06Z,https://www.foxnews.com/media/former-obama-advisor-says-dems-huge-bit-trouble-cant-win-latinos-back
"Elon Musk’s official role at Trump’s DOGE ends, but his political impact lingers ahead of midterms",fox-news,2025-05-30T15:45:50Z,https://www.foxnews.com/politics/elon-musks-lingering-political-impact-were-gop-concerns-doge-leaders-risks-behind-his-departure
"Democrats predict passing Trump's 'big, beautiful bill' will cost many...Republicans their seats",fox-news,2025-05-22T14:03:06Z,https://www.foxnews.com/politics/democrats-predict-passing-trumps-big-beautiful-bill-cost-many-republicans-seats
"Carville shreds Dem state chair, tells progressives to start their own 'pronoun' party",fox-news,2025-05-23T01:00:58Z,https://www.foxnews.com/media/carville-shreds-dem-state-chair-tells-progressives-start-own-pronoun-party
David Hogg may lose DNC vice chair role after committee votes to hold new election,fox-news,2025-06-11T22:51:59Z,https://www.foxnews.com/politics/david-hogg-may-lose-dnc-vice-chair-role-after-committee-votes-hold-new-election
"Democrat Mikie Sherrill wins NJ gubernatorial primary, setting up showdown with Trump-backed GOP winner",fox-news,2025-06-11T00:41:05Z,https://www.foxnews.com/politics/democrat-mikie-sherrill-wins-nj-gubernatorial-primary-setting-up-showdown-trump-backed-gop-winner
Dems warn House Republicans will pay price at ballot box for passing Trump's 'big beautiful bill',fox-news,2025-05-21T14:09:48Z,https://www.foxnews.com/politics/democrats-warn-house-republicans-pay-price-ballot-box-passing-trumps-big-budget
Netanyahu coalition threatened by conscription standoff with religious parties,fox-news,2025-06-05T18:06:29Z,https://www.foxnews.com/world/netanyahu-coalition-threatened-conscription-standoff-religious-parties
Senate Republican campaign committee 'grills' Chuck Schumer on National Hamburger Day,fox-news,2025-05-28T18:42:40Z,https://www.foxnews.com/politics/senate-republican-campaign-committee-grills-chuck-schumer-national-hamburger-day
Virginia Republicans pick radio host to run alongside Winsome Sears in race to replace Youngkin,fox-news,2025-06-17T23:35:44Z,https://www.foxnews.com/politics/virginia-republicans-pick-radio-host-run-alongside-winsome-sears-race-replace-youngkin
Trump factor: Elections in this key state are seen as a partial referendum on the president,fox-news,2025-06-17T16:00:24Z,https://www.foxnews.com/politics/what-elections-virginia-say-about-donald-trump
Texas governor makes it 'crystal clear' only U.S. citizens can vote in state elections,fox-news,2025-05-27T00:47:16Z,https://www.foxnews.com/politics/texas-governor-makes-crystal-clear-only-u-s-citizens-can-vote-state-elections
Jake Tapper slams Democrats for alienating young men after podcasters mock his son,fox-news,2025-05-30T16:02:33Z,https://www.foxnews.com/media/jake-tapper-slams-democrats-alienating-young-men-after-podcasters-mock-his-son
"Trump not on ballot, but president front and center in New Jersey's primary for governor",fox-news,2025-06-10T09:00:24Z,https://www.foxnews.com/politics/trump-not-ballot-president-front-and-center-new-jerseys-primary-governor
148 Democrats back noncitizen voting in DC as GOP raises alarm about foreign agents,fox-news,2025-06-10T21:48:24Z,https://www.foxnews.com/politics/148-democrats-back-noncitizen-voting-dc-gop-raises-alarm-about-foreign-agents
Virginia Democrats choose nominee to challenge GOP Attorney General Jason Miyares,fox-news,2025-06-18T02:02:20Z,https://www.foxnews.com/politics/virginia-democrats-choose-nominee-challenge-gop-attorney-general-jason-miyares
DOJ sues North Carolina over voter rolls,fox-news,2025-05-28T12:08:36Z,https://www.foxnews.com/politics/doj-sues-north-carolina-over-voter-rolls
Romanian populist who ran for president before election was annulled steps away from politics,fox-news,2025-05-27T11:27:45Z,https://www.foxnews.com/world/romanian-populist-who-ran-president-before-election-annulled-steps-away-politics
Red state tops annual Heritage Foundation scorecard for strongest election integrity: 'Hard to cheat',fox-news,2025-06-03T20:00:41Z,https://www.foxnews.com/politics/red-state-tops-annual-heritage-foundation-scorecard-strongest-election-integrity
Youngkin sets date for special election to fill deep-blue House seat,fox-news,2025-06-03T17:31:20Z,https://www.foxnews.com/politics/youngkin-sets-date-special-election-fill-deep-blue-house-seat
Trump not on ballot but president influences Tuesday's high-stakes primary,fox-news,2025-06-17T10:00:58Z,https://www.foxnews.com/politics/trump-not-ballot-president-influences-tuesdays-high-stakes-primary
Election investigation uncovers alleged illegal voting by noncitizens and double voters in multiple states,fox-news,2025-06-03T14:43:03Z,https://www.foxnews.com/politics/election-investigation-uncovers-alleged-illegal-voting-noncitizens-double-voters-multiple-states
"Fetterman issues 'DO' and 'DO NOT' list, doubling down on anti-violence message after calling out LA 'anarchy'",fox-news,2025-06-12T10:03:45Z,https://www.foxnews.com/politics/fetterman-issues-do-do-not-list-doubling-down-anti-violence-message-after-calling-out-la-anarchy
Trump ally Tuberville announces run for Alabama governor,fox-news,2025-05-27T20:26:08Z,https://www.foxnews.com/politics/trump-ally-tuberville-announces-run-alabama-governor
'Distraction': The Democratic Party is ready to leave their David Hogg drama in the dust,fox-news,2025-06-12T20:09:41Z,https://www.foxnews.com/politics/democratic-party-ready-leave-david-hogg-drama-dust
New Jersey gubernatorial candidates gear up for competitive primary in early test of Trump's 2nd term,fox-news,2025-06-01T16:00:58Z,https://www.foxnews.com/politics/new-jersey-gubernatorial-candidates-gear-up-competitive-primary-early-test-trumps-2nd-term
House Dems' campaign chair says her party's 'on offense' in 2026 battle to win back majority from GOP,fox-news,2025-06-01T13:00:50Z,https://www.foxnews.com/politics/house-dems-campaign-chair-says-her-partys-on-offense-2026-battle
Dutch right-wing leader Wilders' party leaves government coalition over immigration,fox-news,2025-06-03T12:30:43Z,https://www.foxnews.com/world/dutch-right-wing-leader-wilders-party-leaves-government-coalition-over-immigration
'Significant amount' of private data stolen in UK Legal Aid hack,bbc-news,2025-05-19T11:21:59Z,https://www.bbc.co.uk/news/articles/cgr5g4pv2l0o
Assignment: Balochistan - the women of the vanished,bbc-news,2025-06-10T00:30:00Z,https://www.bbc.co.uk/programmes/p0lg51p9
Russian informers: Hunting the enemy within,bbc-news,2025-06-04T00:30:00Z,https://www.bbc.co.uk/programmes/p0lg4y6r
The Fifth Floor: The reality of reporting in Syria,bbc-news,2025-05-24T12:30:00Z,https://www.bbc.co.uk/programmes/p0lcvcpw
Israeli government responds to deaths of children in Gaza,bbc-news,2025-05-25T13:34:00Z,https://www.bbc.co.uk/programmes/w172zss2c9nf6yq
Trump heaps praise on Musk as tech baron leaves US government,bbc-news,2025-05-30T21:38:00Z,https://www.bbc.co.uk/programmes/w172zss2qkz1jqd
Inside a hospital in Southern Gaza bracing for a new Israeli offensive,bbc-news,2025-05-26T21:28:00Z,https://www.bbc.co.uk/programmes/w172zss2qkyny30
US House passes 'big beautiful' tax and spending bill,bbc-news,2025-05-22T21:16:00Z,https://www.bbc.co.uk/programmes/w172zss2c9n5h6g
Trump’s tariffs reinstated,bbc-news,2025-05-29T21:16:00Z,https://www.bbc.co.uk/programmes/w172zss2qkyymt9
Aid group backed by US and Israel claims to have delivered food in Gaza,bbc-news,2025-05-27T14:15:00Z,https://www.bbc.co.uk/programmes/w172zss2qkyqzs6
Israel announces twenty-two new settlements in the West Bank,bbc-news,2025-05-29T15:42:00Z,https://www.bbc.co.uk/programmes/w172zss2qkyxsld
Israel says it will investigate Palestinian deaths,bbc-news,2025-06-03T21:08:00Z,https://www.bbc.co.uk/programmes/w172zss32v8jzly
UK suspends trade talks with Israel,bbc-news,2025-05-20T21:24:00Z,https://www.bbc.co.uk/programmes/w172zss2c9mzpd8
Right-winger wins Polish presidential election,bbc-news,2025-06-02T14:50:00Z,https://www.bbc.co.uk/programmes/w172zss32v8f7gy
Government borrowing higher than expected in April,bbc-news,2025-05-22T06:12:12Z,https://www.bbc.co.uk/news/articles/c3e55l8zx4go
Government accused of blaming record crossings on the weather,bbc-news,2025-06-03T16:15:56Z,https://www.bbc.co.uk/news/articles/cwy3vq22xqzo
Natasha Akpoti-Uduaghan: Nigerian senator sued by government over assassination claims,bbc-news,2025-05-23T11:48:17Z,https://www.bbc.co.uk/news/articles/cre9nry0wexo
"Labour wins Hamilton, Larkhall and Stonehouse by-election",bbc-news,2025-06-06T00:35:16Z,https://www.bbc.co.uk/news/articles/cpw7ppj2wyxo
Proud Boys sue US government for $100m over Jan 6 prosecutions,bbc-news,2025-06-06T23:12:43Z,https://www.bbc.co.uk/news/articles/cr4z7zyl0gwo
Zia Yusuf resigns as Reform UK chairman,bbc-news,2025-06-05T16:32:18Z,https://www.bbc.co.uk/news/articles/cq54p9epdg6o
Slovakia approves sale of brown bear meat to public,bbc-news,2025-05-28T10:12:30Z,https://www.bbc.co.uk/news/articles/c4gkpy3x3ndo
"'Collective failure' to address questions about grooming gangs' ethnicity, says Casey report",bbc-news,2025-06-16T06:41:17Z,https://www.bbc.co.uk/news/live/c6292x36d4pt
Social media time limits for children considered by government,bbc-news,2025-06-08T13:56:16Z,https://www.bbc.co.uk/news/articles/c3d4349gdx4o
Will Musk's explosive row with Trump help or harm his businesses?,bbc-news,2025-06-06T23:35:16Z,https://www.bbc.co.uk/news/articles/ceqgdnd2g9xo
Musk sports black eye at White House farewell with Trump,bbc-news,2025-05-31T08:28:34Z,https://www.bbc.co.uk/news/videos/cdr5eyjv306o
Spain clamps down on Airbnb as tourism backlash returns for summer,bbc-news,2025-05-20T12:48:43Z,https://www.bbc.co.uk/news/articles/c3wdd8lg581o
Thames Water suffers blow as preferred bidder pulls out,bbc-news,2025-06-03T06:45:01Z,https://www.bbc.co.uk/news/articles/c93leknykvyo
"Post Office offer amounts to just half of my claim, says Bates",bbc-news,2025-05-25T07:32:30Z,https://www.bbc.co.uk/news/articles/c1kvzkg308wo
Reeves outlines plan for £25bn pension 'megafunds',bbc-news,2025-05-29T01:14:18Z,https://www.bbc.co.uk/news/articles/cjrn0rz2dpgo
"Gas storage facility could close without government help, Centrica boss warns",bbc-news,2025-05-18T11:31:53Z,https://www.bbc.co.uk/news/articles/c0mrwdzvrmzo
"Sanctioned Ukrainian ex-politician killed outside Madrid’s American school, police source says",cnn,2025-05-21T11:44:15Z,https://www.cnn.com/2025/05/21/europe/madrid-shooting-ukrainian-ex-politician-portnov-intl
"4 things are making us sick, new MAHA documentary says. What the research says",cnn,2025-05-31T16:00:03Z,https://www.cnn.com/2025/05/31/health/maha-toxic-nation-rfk-jr-wellness
DEMENTIA WATCH: Curious case of Trump's disappearing transcripts...,cnn,2025-05-23T16:07:38Z,https://www.cnn.com/2025/05/22/media/donald-trump-media-white-house-transcript-purge
Top RFK Jr. aide attacks US health system while running company that promotes wellness alternatives,cnn,2025-06-10T18:16:09Z,https://www.cnn.com/2025/06/10/health/calley-means-financial-stake
'Sell America' back on after massive debt warning...,cnn,2025-05-20T01:16:36Z,https://www.cnn.com/2025/05/19/investing/stock-market-dow-sell-america-downgrade
FBI bosses angering the MAGA media bubble they once stoked...,cnn,2025-05-19T13:10:37Z,https://www.cnn.com/2025/05/19/media/dan-bongino-kash-patel-fbi-trump-maga-media-conspiracies
Musk brought 'world's biggest supercomputer' to Memphis. Residents choking on its pollution...,cnn,2025-05-19T13:10:37Z,https://www.cnn.com/2025/05/19/climate/xai-musk-memphis-turbines-pollution
Modi visits restive Indian region to inaugurate world’s highest railway bridge,cnn,2025-06-06T06:59:14Z,https://www.cnn.com/2025/06/06/travel/india-world-highest-bridge-kashmir-chenab-intl-hnk
"After Decades Of Trying, Republicans May Finally Get To Kill Funding For Public Broadcasting Today",cnn,2025-06-12T15:15:00Z,https://www.cnn.com/2025/06/12/media/pbs-npr-defund-rescissions-trump-conservative-media
‘Cities turned into theme parks’: Why Airbnb is facing trouble in Spain,cnn,2025-05-30T09:14:46Z,https://www.cnn.com/2025/05/30/travel/why-airbnb-facing-trouble-spain
MANHUNT FOR MINNESOTA ASSASSIN,cnn,2025-06-15T14:00:03Z,https://www.cnn.com/us/live-news/minnesota-shootings-manhunt-06-15-25
Betting site bans individual over heckling incident with Olympic champion sprinter Gabby Thomas,cnn,2025-06-05T09:20:46Z,https://www.cnn.com/2025/06/05/sport/gabby-thomas-fanduel-bans-heckler-spt
Opens investigation into Andrew Cuomo...,cnn,2025-05-21T12:00:03Z,https://www.cnn.com/2025/05/20/politics/andrew-cuomo-department-of-justice-investigation
"A Japanese manga claims a natural disaster is imminent. Now, some tourists are canceling their trips | CNN",cnn,2025-05-19T12:56:37Z,https://www.cnn.com/2025/05/19/travel/japan-trips-canceled-fortune-tellers-comic-book-intl-hnk
"Russian military figure killed in explosion deep inside the country, authorities say",cnn,2025-05-29T12:10:34Z,https://www.cnn.com/2025/05/29/europe/russia-gurtsiev-stavropol-blast-intl
From spoiled superstars to hunger and hard work: How PSG changed its image,cnn,2025-05-31T04:00:03Z,https://www.cnn.com/2025/05/31/sport/psg-changed-image-champions-league-spt-intl
The ‘r-word’ is back. How a slur became renormalized,cnn,2025-05-31T12:30:03Z,https://www.cnn.com/2025/05/31/us/r-word-slur-comeback-cec
US citizens and legal immigrants would be impacted by bill to keep ‘illegal aliens’ from benefits,cnn,2025-06-11T10:34:51Z,https://www.cnn.com/2025/06/11/politics/reconciliation-bill-government-benefits-immigrants
"Judge says government can’t limit passport sex markers for many transgender, nonbinary people | CNN Politics",cnn,2025-06-17T23:45:24Z,https://www.cnn.com/2025/06/17/politics/judge-passport-sex-markers-transgender-people
Supreme Court pauses attempt to force DOGE to clarify its role | CNN Politics,cnn,2025-05-23T19:31:36Z,https://www.cnn.com/2025/05/23/politics/supreme-court-pauses-attempt-to-force-doge-to-clarify-its-role
Education Department pays over $7 million a month to employees forced to sit idle | CNN Politics,cnn,2025-06-09T11:00:03Z,https://www.cnn.com/2025/06/09/politics/education-department-idle-employees
Supreme Court restores DOGE’s access to sensitive Social Security data | CNN Politics,cnn,2025-06-06T20:41:57Z,https://www.cnn.com/2025/06/06/politics/supreme-court-restores-doges-access-to-sensitive-social-security-data
Small businesses struggle under Trump’s tariff whiplash: ‘I’m so angry that my government has done this to me’,cnn,2025-06-01T11:13:53Z,https://www.cnn.com/2025/06/01/business/small-businesses-struggle-under-trumps-tariffs
US to impose sanctions on Sudan after finding government used chemical weapons | CNN,cnn,2025-05-23T10:17:21Z,https://www.cnn.com/2025/05/23/africa/sudan-chemical-weapons-us-sanctions-intl
Dutch government collapses as Wilders’ far-right party leaves coalition | CNN,cnn,2025-06-03T08:21:02Z,https://www.cnn.com/2025/06/03/europe/netherlands-government-collapse-geert-wilders-intl
ISIS claims first attacks against forces loyal to new government in Syria | CNN,cnn,2025-05-31T11:10:38Z,https://www.cnn.com/2025/05/31/middleeast/isis-attacks-syria-government-forces-intl
"UK, Canada and Western allies sanction two far-right Israeli government ministers | CNN",cnn,2025-06-10T13:05:35Z,https://www.cnn.com/2025/06/10/uk/uk-sanctions-israel-ministers-smotrich-ben-gvir-intl
"Fannie Mae, Freddie Mac: Trump ‘giving very serious consideration’ to spinning off mortgage giants",cnn,2025-05-22T00:12:54Z,https://www.cnn.com/2025/05/21/business/trump-fannie-freddie-mortgage-privatization
UK will roll out chemical castration for sex offenders | CNN,cnn,2025-05-22T18:58:07Z,https://www.cnn.com/2025/05/22/europe/uk-chemical-castration-sex-offenders-latam-intl
Appeals court won’t lift order requiring Trump to facilitate return of asylum seeker deported to El Salvador | CNN Politics,cnn,2025-05-19T22:01:13Z,https://www.cnn.com/2025/05/19/politics/asylum-seeker-el-salvador-order
M&M emerges as top auto pick with EV and SUV momentum: Chakri Lokapriya,the-times-of-india,2025-06-05T04:34:48Z,https://economictimes.indiatimes.com/markets/expert-view/mm-emerges-as-top-auto-pick-with-ev-and-suv-momentum-chakri-lokapriya/articleshow/121638370.cms
"RBI accepts bids worth Rs 9,296 crore in switch auction",the-times-of-india,2025-06-16T23:47:46Z,https://economictimes.indiatimes.com/markets/bonds/rbi-accepts-bids-worth-rs-9296-crore-in-switch-auction/articleshow/121895943.cms
Zomato poised for smart rebound post capex cycle: Mayuresh Joshi,the-times-of-india,2025-06-06T04:45:18Z,https://economictimes.indiatimes.com/markets/expert-view/zomato-poised-for-smart-rebound-post-capex-cycle-mayuresh-joshi/articleshow/121665443.cms
"High input costs cloud outlook for fertiliser, chemical companies",the-times-of-india,2025-06-10T00:17:10Z,https://economictimes.indiatimes.com/markets/stocks/news/high-input-costs-cloud-outlook-for-fertiliser-chemical-companies/articleshow/121739848.cms
"Oswal Pumps plans Rs 890 crore IPO to repay debt, expand capital expenditure",the-times-of-india,2025-06-13T00:17:12Z,https://economictimes.indiatimes.com/markets/ipos/fpos/oswal-pumps-plans-rs-890-crore-ipo-to-repay-debt-expand-capital-expenditure/articleshow/121814328.cms
Chad announces suspension of visas to US citizens in response to Trump travel ban,the-times-of-india,2025-06-08T10:00:29Z,https://economictimes.indiatimes.com/news/international/global-trends/chad-announces-suspension-of-visas-to-us-citizens-in-response-to-trump-travel-ban/articleshow/121706069.cms
Will drone stocks continue to soar after recent military conflict?,the-times-of-india,2025-05-20T23:56:42Z,https://economictimes.indiatimes.com/markets/stocks/news/will-drone-stocks-continue-to-soar-after-recent-military-conflict/articleshow/121302449.cms
Asian stocks advance after rebound on Wall Street,the-times-of-india,2025-05-20T01:07:04Z,https://economictimes.indiatimes.com/markets/stocks/news/asian-stocks-advance-after-rebound-on-wall-street/articleshow/121279535.cms
"Asian stocks advance on trade talks, US jobs data",the-times-of-india,2025-06-09T01:05:33Z,https://economictimes.indiatimes.com/markets/stocks/news/asian-stocks-advance-on-trade-talks-us-jobs-data/articleshow/121715459.cms
How Mexico's cartels recruit children and groom them into killers,the-times-of-india,2025-05-28T10:34:39Z,https://economictimes.indiatimes.com/news/international/global-trends/how-mexicos-cartels-recruit-children-and-groom-them-into-killers/articleshow/121463514.cms
Government abandons SCO statement condemning Israel,the-times-of-india,2025-06-14T18:55:59Z,https://timesofindia.indiatimes.com/india/government-abandons-sco-statement-condemning-israel/articleshow/121854544.cms
"The UK and the EU announce new deals and renew ties, 5 years after Brexit",the-times-of-india,2025-05-19T11:18:37Z,https://economictimes.indiatimes.com/news/international/global-trends/the-uk-and-the-eu-announce-new-deals-and-renew-ties-5-years-after-brexit/articleshow/121268562.cms
Govt wheat procurement so far this year 11% more than entire 2024 purchase,the-times-of-india,2025-05-19T17:02:20Z,https://timesofindia.indiatimes.com/india/govt-wheat-procurement-so-far-this-year-11-more-than-entire-2024-purchase/articleshow/121274370.cms
BOJ urged to boost bond buying in wake of spike in super-long yields,the-times-of-india,2025-05-21T02:10:30Z,https://economictimes.indiatimes.com/markets/bonds/boj-urged-to-boost-bond-buying-in-wake-of-spike-in-super-long-yields/articleshow/121304041.cms
"US Federal Reserve flags inflation, unemployment risks",the-times-of-india,2025-05-29T00:19:15Z,https://economictimes.indiatimes.com/markets/stocks/news/us-federal-reserve-flags-inflation-unemployment-risks/articleshow/121476415.cms
Asian stocks set to advance as US inflation cools,the-times-of-india,2025-06-13T01:08:26Z,https://economictimes.indiatimes.com/markets/stocks/news/asian-stocks-set-to-advance-as-us-inflation-cools/articleshow/121814838.cms
WACE of Australia is 1st foreign government-backed board in India,the-times-of-india,2025-06-06T22:11:58Z,https://timesofindia.indiatimes.com/india/wace-of-australia-is-1st-foreign-government-backed-board-in-india/articleshow/121684705.cms
"Modi government at 11: Operation Sindoor a success, but defence budget needs to go up",the-times-of-india,2025-06-11T01:55:29Z,https://timesofindia.indiatimes.com/india/modi-government-at-11-operation-sindoor-a-success-but-defence-budget-needs-to-go-up/articleshow/121765634.cms
"Quit Tehran, government tells Indian citizens, moves students out of city",the-times-of-india,2025-06-17T20:44:46Z,https://timesofindia.indiatimes.com/india/quit-tehran-government-tells-indian-citizens-moves-students-out-of-city/articleshow/121917347.cms
"Global risks loom, but India stands tall amidst Asia's volatile recovery: Geoff Dennis",the-times-of-india,2025-05-19T04:47:23Z,https://economictimes.indiatimes.com/markets/expert-view/global-risks-loom-but-india-stands-tall-amidst-asias-volatile-recovery-geoff-dennis/articleshow/121260025.cms
"Focus on connection with citizens, PM tells ministries; no celebration of 11th year",the-times-of-india,2025-05-31T06:05:42Z,https://timesofindia.indiatimes.com/india/focus-on-connection-with-citizens-pm-tells-ministries-no-celebration-of-11th-year/articleshow/121530683.cms
"Uttarakhand CM Dhami interacts with citizens using CM Helpline-1905, directs officials to resolve problems",the-times-of-india,2025-05-21T11:50:15Z,https://timesofindia.indiatimes.com/india/uttarakhand-cm-dhami-interacts-with-citizens-using-cm-helpline-1905-directs-officials-to-resolve-problems/articleshow/121316651.cms
Mumbra train mishap: Probe slows down as inputs from key CR staff awaited,the-times-of-india,2025-06-15T18:36:44Z,https://timesofindia.indiatimes.com/india/mumbra-train-mishap-probe-slows-down-as-inputs-from-key-cr-staff-awaited/articleshow/121867896.cms
What’s there in store for metal stocks? Amnish Aggarwal explains,the-times-of-india,2025-05-29T08:23:07Z,https://economictimes.indiatimes.com/markets/expert-view/whats-there-in-store-for-metal-stocks-amnish-aggarwal-explains/articleshow/121485159.cms
"Donald Trump hopes for ceasefire progress in Russia-Ukraine war in Monday calls with Putin, Zelenskyy",the-times-of-india,2025-05-19T04:20:54Z,https://economictimes.indiatimes.com/news/international/global-trends/donald-trump-hopes-for-ceasefire-progress-in-russia-ukraine-war-in-monday-calls-with-putin-zelenskyy/articleshow/121259566.cms
Fund Manager Talk | Why Kotak MF believes that India's manufacturing boom is just getting started,the-times-of-india,2025-06-02T03:31:00Z,https://economictimes.indiatimes.com/markets/expert-view/fund-manager-talk-why-kotak-mf-believes-that-indias-manufacturing-boom-is-just-getting-started/articleshow/121551772.cms
"Government proposes online registration of property, documents",the-times-of-india,2025-05-27T21:53:29Z,https://timesofindia.indiatimes.com/india/government-proposes-online-registration-of-property-documents/articleshow/121449353.cms
